Name,Subtitles,season_episode,ners
jojen,Where are you going?,30,[set()]
sam,To Castle Black. I'm a brother of the Night's Watch.,30,"[{'castle'}, set()]"
bran stark,"My brother, he's in the Night's-",30,[set()]
jojen,Shush.,30,[set()]
sam,Who's your brother?,30,[set()]
jojen,Doesn't matter.,30,[set()]
sam,You're Jon's brother. The one who fell from the window.,30,"[{'jon'}, set()]"
bran stark,"No, I'm not.",30,[set()]
sam,I've been around Ghost enough to know a direwolf when I see one. And I've heard all about Hodor.,30,"[{'ghost'}, {'hodor'}]"
hodor,Hodor.,30,[{'hodor'}]
sam,"I'd be dead if it wasn't for Jon. If you're his brother, you're my brother, too. And anything I can do to help you, I will.",30,"[{'jon'}, set(), set()]"
bran stark,Take us north of the Wall.,30,[set()]
sam,What? Why in the world would you want to go-,30,"[set(), set()]"
bran stark,I don't want to. I have to.,30,"[set(), set()]"
jojen,How did you get through the Wall?,30,[set()]
meera,Does the well lead to an underground river? Is that how you came here?,30,"[set(), set()]"
sam,Come with us. There are steps carved into the south side of the Wall. Hodor can carry you to the top. We'll walk straight to Castle Black.,30,"[set(), set(), {'hodor'}, set()]"
gilly,Come with us. There's nothing north but death.,30,"[set(), set()]"
sam,"If Jon is alive, then Castle Black's where he'll be. It's the safest place for you.",30,"[{'jon'}, set()]"
jojen,There's nowhere safe any longer. You know that.,30,"[set(), set()]"
sam,"What I know is what I saw. And if you saw it, too, you'd run the other way.",30,"[set(), set()]"
jojen,You saw the White Walkers and the army of the dead.,30,[set()]
sam,How do you know all that?,30,[set()]
jojen,The Night's Watch can't stop them. The kings of Westeros and all their armies can't stop them.,30,"[set(), set()]"
sam,But you're going to stop them?,30,[set()]
bran stark,"Please, Sam. I have to go north. I have to.",30,"[{'sam'}, set(), set()]"
balon,"Balon Greyjoy, Lord of the Iron Islands and invader of the North. I give you until the full moon to order all Ironborn scum out of the North and back to those shit-stained rocks you call a home.",30,"[{'balon'}, set()]"
balon,"On the first night of the full moon, I will hunt down every islander still in our lands and flay them living the way I flayed the twenty Ironborn scum I found at Winterfell. In the box you'll find a special gift- Theon's favorite toy. He cried when I took it away from him.'",30,"[set(), {'theon'}, set()]"
balon,"Leave the North now or more boxes will follow with more Theon. Signed Ramsay Snow, natural-born son of Roose Bolton, Lord of the Dreadfort and Warden of the North.' Get that out of my sight.",30,"[{'theon'}, {'roose', 'ramsay'}, set()]"
balon,Theon disobeyed my orders.,30,[{'theon'}]
balon,"The boy is a fool. He cannot further the Greyjoy line. I will not give up the lands I have seized, the strongholds I have taken. Get this away from me.",30,"[set(), {'greyjoy'}, set(), set()]"
yara greyjoy,He's your son.,30,[set()]
balon,Son? He's not a man anymore.,30,"[set(), set()]"
yara greyjoy,He's your son. He's my brother. He's a Greyjoy.,30,"[set(), set(), set()]"
balon,Watch yourself. I've made my decision.,30,"[set(), set()]"
yara greyjoy,And I've made mine. I'm going to pick the fastest ship in our fleet.,30,"[set(), set()]"
yara greyjoy,I'm going to choose the fifty best killers on the Iron Islands.,30,[set()]
man,Get those ropes!,30,[set()]
yara greyjoy,I'm going to sail up the Narrow Sea all the way to the Weeping Water. I'm going to march on the Dreadfort. I'm going to find my little brother and I'm going to bring him home.,30,"[set(), set(), set()]"
bran stark,What is it?,30,[set()]
jojen,Dragonglass.,30,[set()]
sam,We found them at the Fist. Someone buried them a long time ago. Someone wanted us to find them.,30,"[set(), set(), set()]"
bran stark,Why? What are they for?,30,"[set(), set()]"
sam,Killing White Walkers.,30,[{'killing'}]
meera,How do you know that?,30,[set()]
gilly,The Walker came for my baby. And Sam-,30,"[{'walker'}, {'sam-'}]"
meera,But no one's killed a White Walker in thousands of years.,30,[set()]
sam,"Well, I suppose someone had to be the first.",30,[set()]
bran stark,"Take it, Hodor.",30,[{'hodor'}]
sam,"And the archer. I got lucky with one of them. There are more. Many more. And for every one of them, the dead men, more than you could count. I wish you'd come with us.",30,"[set(), set(), set(), set(), set(), set()]"
bran stark,I wish I could. I really do.,30,"[set(), set()]"
davos,How are you keeping?,30,[set()]
gendry baratheon,Great. Never better.,30,"[set(), set()]"
davos,It was just a bit of blood.,30,[set()]
gendry baratheon,"I should have known. Every time a highborn asks my name, it's trouble. We're not really people to you, are we? Just a million different ways to get what you want.",30,"[set(), set(), set(), set()]"
davos,I'm not a highborn.,30,[set()]
gendry baratheon,She called you Ser. I heard it.,30,"[set(), set()]"
davos,A recent state of affairs. I was born in Flea Bottom just like you.,30,"[set(), set()]"
gendry baratheon,"Sure, you were. You're my friend. You're here to help.",30,"[set(), set(), set()]"
davos,I lived below the Street of Flour.,30,[set()]
gendry baratheon,How far below? How close to the Red Keep were you?,30,"[set(), set()]"
davos,The shit that poured from their privy pipes flowed down the side of Aegon's Hill along Tanner's Row and right in front of my front door on Gin Alley.,30,[set()]
gendry baratheon,Gin Alley.,30,[set()]
davos,"The Street of Steel, with your armor and your knights? Pfft. You lived in the fancy part of town. And here we are now. Two boys from Flea Bottom in the castle of a king.",30,"[set(), set(), set(), set(), set()]"
gendry baratheon,"Yeah, we've come a long way. We're all the same, really. She went to great pains to point that out to me.",30,"[set(), set(), set()]"
davos,"If you mistrust fancy people so much, why were you in such a hurry to trust her?",30,[set()]
gendry baratheon,"You're me. Never been with a woman. Never talked to a woman, really. And then she comes at you- big words, no clothes. What would you have done?",30,"[set(), set(), set(), set(), set()]"
davos,"She does know her way around a man's head, I'll give her that.",30,[set()]
gendry baratheon,So how'd you become a lord?,30,[set()]
davos,"Oh, that's a long story.",30,[set()]
gendry baratheon,"Better not, then. I'm a bit busy.",30,"[set(), set()]"
davos,Many years ago I helped King Stannis out of a difficult situation. He rewarded me with a lordship. And this.,30,"[{'stannis'}, set(), set()]"
gendry baratheon,You see? Highborns.,30,"[set(), set()]"
davos,I didn't want to be a lord. I nearly didn't accept.,30,"[set(), set()]"
gendry baratheon,Why did you?,30,[set()]
davos,I did it for my son. I didn't want him to step over a river of shit every time he stepped through his front door. I wanted him to have a better life.,30,"[set(), set(), set()]"
gendry baratheon,Does he?,30,[set()]
davos,He's dead.,30,[set()]
gendry baratheon,How'd he die?,30,[set()]
davos,Following me.,30,[set()]
varys,When did you come to this strange country?,30,[set()]
shae,When I was thirteen.,30,[set()]
varys,You were only a child.,30,[set()]
shae,I stopped being a child when I was nine. My mother made sure of that.,30,"[set(), set()]"
varys,"You've been a good influence on our mutual friend, you know. He used to drink from sundown to sunup, visit three brothels a night, gamble away his father's money. Now it's just the drinking.",30,"[set(), set(), set()]"
shae,And now I'm his wife's servant. I brush her hair and clip her nails and empty her chamber pot.,30,"[set(), set()]"
varys,She is a sweet young thing. None of this is her fault.,30,"[set(), set()]"
shae,I love that girl. I would kill for her. Do you think that makes it easier for me?,30,"[set(), set(), set()]"
varys,"No, I expect not.",30,[set()]
shae,She's young and she's beautiful and highborn.,30,[set()]
varys,"We break bread with them, but that doesn't make us family. We've learned their language, but we'll never be their countrymen. If you let yourself believe that a foreign girl with no name could spend her life with the son of Tywin Lannister-",30,"[set(), set(), {'tywin'}]"
shae,I have a name.,30,[set()]
varys,You have one name. As do I. Here only the family name matters.,30,"[set(), set(), set()]"
shae,"What do you want from me, Lord Varys?",30,[{'varys'}]
varys,"Diamonds. I'd tell you to beware carrying so much wealth, but you know how to protect yourself. Get on one of those ships. Sail to Pentos or Lys or Myr. You can buy a house with these diamonds, a very large house. Hire servants. Start a new life, a good life, far from here. The mysterious foreign beauty. You'll have suitors lining up.",30,"[set(), set(), set(), {'myr', 'pentos', 'lys'}, set(), set(), set(), set(), set()]"
shae,Why do you want me to leave?,30,[set()]
varys,"Tyrion Lannister is one of the few people alive who could make this country a better place. He has the mind for it, he has the will, he has the right last name. And you- you are a complication. I know you love him. And I know it's true love not bought by gold and silver. I'm not asking you to leave him for money. I'm asking you to leave because your presence in the capital endangers him. This will never be your home, my lady. Find a true home somewhere far from here while there's still time.",30,"[{'tyrion'}, set(), set(), set(), set(), set(), set(), set(), set()]"
shae,Lord Varys.,30,[{'varys'}]
shae,"If he wants me to leave, he can tell me himself.",30,[set()]
tyrion lannister,Keep up.,30,[set()]
podrick,"I don't think I can, my lord.",30,[set()]
tyrion lannister,It's not easy being drunk all the time. Everyone would do it if it were easy.,30,"[set(), set()]"
cersei lannister,Leave.,30,[set()]
cersei lannister,"So, enjoying married life? An unhappy wife is a wine merchant's best friend.",30,"[set(), set()]"
tyrion lannister,She doesn't deserve this.,30,[set()]
cersei lannister,Deserve? Be careful with that. Start trying to work out who deserves what and before long you'll spend the rest of your days weeping for each and every person in the world.,30,"[set(), set(), set()]"
tyrion lannister,There's nothing worse than a late-blooming philosopher.,30,[set()]
tyrion lannister,Will you be facing your marriage to Ser Loras with the same philosophical spirit?,30,[{'ser'}]
cersei lannister,I won't be marrying Ser Loras.,30,[{'ser'}]
tyrion lannister,I seem to remember saying something similar about my own marriage.,30,[set()]
cersei lannister,You're not me. You want to make things better for Sansa? Give her a child.,30,"[set(), {'sansa'}, set()]"
tyrion lannister,So you can tell Father it was you who finally talked me into it?,30,[set()]
cersei lannister,So she can have some happiness in her life.,30,[set()]
tyrion lannister,You have children. How happy would you say you are?,30,"[set(), set()]"
cersei lannister,"Not very. But if it weren't for my children, I'd have thrown myself from the highest window in the Red Keep. They're the reason I'm alive.",30,"[set(), set(), set()]"
tyrion lannister,Even Joffrey?,30,[{'joffrey'}]
cersei lannister,"Even Joffrey. He was all I had once. Before Myrcella was born. I used to spend hours looking at him. His wisps of hair. His tiny little hands and feet. He was such a jolly little fellow. You always hear the terrible ones were terrible babies. 'We should have known. Even then we should have known.' It's nonsense. Whenever he was with me, he was happy. And no one can take that away from me, not even Joffrey- how it feels to have someone. Someone of your own.",30,"[{'joffrey'}, set(), {'myrcella'}, set(), set(), set(), set(), set(), set(), set(), set(), set(), {'joffrey-'}, set()]"
tyrion lannister,How long does it go on?,30,[set()]
cersei lannister,Until we've dealt with all our enemies.,30,[set()]
tyrion lannister,"Every time we deal with an enemy, we create two more.",30,[set()]
cersei lannister,Then I suppose it will go on for quite a long time.,30,[set()]
frey soldier,"I'm telling you, that's what she did. Sounded like a cow in heat.",30,"[set(), set()]"
frey soldier,"Aye, not for long.",30,[set()]
frey soldier,That's right. Black Walder shut her up right quick. None of the Starks had much to say about the end of that meal.,30,"[set(), {'black'}, set()]"
frey soldier,"I'll tell you what, though. The hardest thing was getting that wolf's head to stay on the body.",30,"[set(), set()]"
frey soldier,You sewed it on?,30,[set()]
frey soldier,I did.,30,[set()]
frey soldier,I bet there were a thousand men claiming they were the one.,30,[set()]
frey soldier,"It was me. And Malcolm and Talbott. Well, the thing was so heavy, it fell off the first time. Took the skin right with it. What we ended up having to do was hook the needle right under the collarbone. Give it a nice firm mooring and-",30,"[set(), {'talbott', 'malcolm'}, set(), set(), set(), set()]"
frey soldier,What do you want?,30,[set()]
arya stark,Mind if I keep warm?,30,[set()]
frey soldier,Fuck off.,30,[set()]
arya stark,But I'm hungry.,30,[set()]
frey soldier,Does fuck off mean something different where you're from?,30,[set()]
arya stark,I've got money.,30,[set()]
frey soldier,What kind of coin is that?,30,[set()]
arya stark,It's worth a lot.,30,[set()]
arya stark,Sorry.,30,[set()]
frey soldier,Little shit.,30,[set()]
frey soldier,Fool!,30,[set()]
sandor clegane,Where did you get the knife?,30,[set()]
arya stark,From you.,30,[set()]
sandor clegane,Is that the first man you've killed?,30,[set()]
